Country name,Code,Continent,Happiness Index,Log GDP,Social support,Healthy life exp,Freedom,Generosity,Pct corruption,Suicide,Depression & Anxiety,Substance Abuse,Physician perpop,Average Age,Sleep (min),Gini index,Pct Poverty,Pct spent ed,Literacy rate,Tourist arrivals,Rev tourism,Security index,Unemployment rate,Blue Index
Kuwait,KWT,Asia,0.668615984405458,0.9262472885032538,0.7884615384615384,0.6527777777777778,0.8035714285714285,0.33766233766233766,,0.005686920083807241,0.30861803940955196,0.4356638567443172,,0.4357366771159875,,,,,0.9271703243348223,0.08525943260285658,0.002492764225056455,0.35555555555555557,0.049285176824680206,0.24998960541255877
Kyrgyzstan,KGZ,Asia,0.5789473684210525,0.2819956616052063,0.8461538461538461,0.5590277777777777,0.7678571428571428,0.5974025974025974,0.8987341772151899,0.19365459443280456,0.4931272738508123,0.30435286179009174,,0.34796238244514105,,0.06810035842293914,0.34319526627218944,0.5031518624641834,,0.004726388232446079,0.0018447250405521454,0.6111111111111112,0.2407825432656132,0.33037824335790283
Latvia,LVA,Europe,0.6471734892787525,0.7158351409978311,0.8846153846153846,0.6527777777777778,0.48214285714285704,0.1818181818181818,0.8101265822784811,0.5881472612990123,0.5401163284695776,0.41376861951234245,0.5172413793103449,0.8840125391849531,,,,,,0.022340830230440246,0.00371727998473331,0.2222222222222222,0.30963130173062453,0.5140107364269775
Lebanon,LBN,Asia,0.48538011695906436,0.5488069414316702,0.6538461538461539,0.6562499999999998,0.3035714285714285,0.2987012987012987,0.949367088607595,0.057168512421430694,0.2553742053591429,0.05452155784512193,0.32676518883415434,0.47335423197492166,,,,,,0.021280274822184052,0.03208390318374098,0.8555555555555555,0.2155756207674943,0.12235475854189849
Liberia,LBR,Africa,0.34307992202729043,0.05206073752711502,0.4615384615384616,0.26388888888888873,0.5357142857142857,0.3766233766233766,0.8987341772151899,0.12960191559413348,0.37700736129027274,0.08165896204086977,,0.07523510971786836,,,,0.07507163323782233,0.0,,,0.6000000000000001,0.09443190368698268,0.19608941297509197
Lithuania,LTU,Europe,0.7037037037037036,0.7527114967462042,0.9423076923076924,0.6597222222222223,0.5714285714285714,0.15584415584415579,0.7974683544303798,1.0,0.7093661411544788,0.12012669829088238,0.7865353037766831,0.8871473354231977,0.7654320987654321,,,,,0.028957773755864755,0.005204191978626634,0.23333333333333334,0.2475545522949586,0.6098309464817872
Luxembourg,LUX,Europe,0.8576998050682261,1.0,0.9038461538461539,0.8645833333333331,0.8392857142857143,0.4415584415584415,0.21518987341772156,0.26369350493864113,0.1811626667490596,0.20731486237423333,0.48768472906403937,0.7492163009404389,0.7901234567901234,,,,,0.011931248342882174,0.019787061480232817,0.07777777777777778,0.18924003009781787,0.21739034468731136
Macedonia,MKD,Europe,0.5009746588693957,0.5748373101952279,0.6923076923076924,0.6805555555555555,0.5714285714285714,0.3116883116883117,0.8860759493670887,0.17779108051481593,0.4619035848633951,0.2560755758326535,,0.7053291536050157,,,0.2928994082840237,,,0.0071472212295526074,0.0012523456633058744,0.5111111111111111,0.8235515425131678,0.2985900804036215
Madagascar,MDG,Africa,0.27680311890838205,0.09327548806941427,0.36538461538461536,0.3819444444444445,0.2499999999999999,0.33766233766233766,0.8734177215189873,0.09667764142472313,0.27038258626149964,0.16225539072020626,,0.1347962382445141,,,,,,0.002812777387114252,0.0033117585318533124,0.6777777777777777,0.046651617757712566,0.1764385394688097
Malawi,MWI,Africa,0.1481481481481481,0.04772234273318867,0.23076923076923087,0.3194444444444443,0.7499999999999999,0.3896103896103896,0.7215189873417721,0.12122119126010178,0.3090293601934173,0.2201256911502553,,0.03448275862068965,,,,0.42349570200573067,,0.009521943121952344,7.55383098501956e-05,0.4222222222222222,0.19638826185101577,0.21679208086792479
Malaysia,MYS,Asia,,,,,,,,0.13708470517809038,0.2733545237561891,0.16813709198215346,,0.4106583072100314,0.25925925925925924,,,0.8441260744985674,0.9085259273645366,0.2989959306950096,0.0806868420215642,0.5888888888888889,0.10985703536493603,0.192858773638811
Mali,MLI,Africa,0.405458089668616,0.16919739696312372,0.5769230769230769,0.12152777777777779,0.5714285714285714,0.2857142857142857,0.8860759493670887,0.021550434001795873,0.27368667011686915,0.15390619492199695,,0.012539184952978068,,,,0.5489971346704873,,0.0,0.000755383098501956,0.8888888888888888,0.25733634311512416,0.149714433013554
Malta,MLT,Europe,0.783625730994152,0.8004338394793926,0.9615384615384615,0.8506944444444445,0.875,0.7012987012987013,0.670886075949367,0.09787488775815623,0.3898085137609009,0.07060055795590738,,0.8275862068965517,,,,,,0.026087357487867016,0.006877961896886231,0.2888888888888889,0.13205417607223474,0.18609465315832152
Mauritania,MRT,Africa,0.39376218323586737,0.3015184381778743,0.6538461538461539,0.31250000000000006,0.1785714285714286,0.19480519480519476,0.7848101265822786,0.035019455252918295,0.48078571925135744,0.29899990935734355,0.022988505747126436,0.15987460815047022,,,,,0.10099048358904646,,3.180560414745078e-05,0.6555555555555556,0.3419864559819413,0.2716016946205398
Mexico,MEX,Americas,0.7309941520467836,0.6442516268980479,0.6923076923076924,0.704861111111111,0.7678571428571428,0.11688311688311684,0.8101265822784811,0.09488177192457348,0.6242555673137085,0.11013082756745325,0.3842364532019704,0.4043887147335424,0.4444444444444444,,,,0.9063895902116914,0.45281104822068774,0.08925845233930219,0.8222222222222223,0.11023325808878855,0.2764227222685784
Moldova,MDA,Europe,0.52046783625731,0.4143167028199567,0.7499999999999999,0.5763888888888887,0.21428571428571436,0.3506493506493506,0.9746835443037976,0.4366956001197246,0.5448822425286379,0.2434208538538236,0.5205254515599343,0.6677115987460817,,0.01792114695340502,,0.6521489971346704,,0.001544722007677499,0.0016976241213701854,0.5666666666666667,0.13581640331075995,0.40833289883406204
Mongolia,MNG,Asia,0.52046783625731,0.5488069414316702,0.9230769230769231,0.5,0.4285714285714286,0.5194805194805194,0.8860759493670887,0.39748578269979046,0.5174975475239648,0.2115498887109607,,0.4043887147335424,,,,0.32664756446991405,,0.005279721488927571,0.001773162431220381,0.2888888888888889,0.22084273890142964,0.37551107297823866
Montenegro,MNE,Europe,0.5750487329434698,0.6247288503253798,0.8461538461538461,0.7152777777777777,0.35714285714285715,0.27272727272727265,0.759493670886076,0.28075426519006286,0.61993959570836,0.3024644731143809,,0.7931034482758622,,,,,,0.021510830345718008,0.004349416367163894,0.3333333333333333,0.5861550037622272,0.4010527780042679
Morocco,MAR,Africa,0.516569200779727,0.4533622559652929,0.38461538461538464,0.6215277777777776,0.6785714285714286,0.09090909090909088,0.8607594936708861,0.13139778509428315,0.32596110025413055,0.3248632806598785,0.11330049261083744,0.4357366771159875,0.7160493827160493,,,,,0.13070192629139912,0.03605960370217232,0.5333333333333333,0.32731376975169296,0.26074072200276405
Nepal,NPL,Asia,0.405458089668616,0.2255965292841649,0.7307692307692306,0.5104166666666665,0.7499999999999999,0.5584415584415584,0.7721518987341772,0.14875785692906315,0.49180834382555355,0.41095869716288486,0.14285714285714285,0.27272727272727276,,,,0.5816618911174787,,0.010709304068152212,0.0027670875608282177,0.6111111111111112,0.03423626787057938,0.3505082993058339
Netherlands,NLD,Europe,0.935672514619883,0.8611713665943603,0.9615384615384615,0.8506944444444445,0.875,0.7012987012987013,0.25316455696202533,0.27746183777312183,0.4191976734306085,0.4164375421740137,0.5862068965517241,0.852664576802508,0.9876543209876543,,,,,0.20649705465318685,0.09302344073025667,0.05555555555555555,0.16365688487584648,0.37103235112591465
New Zealand,NZL,Oceania,0.9103313840155945,0.7939262472885034,0.9807692307692307,0.8784722222222222,0.9107142857142857,0.7662337662337662,0.0759493670886076,0.2756659682729722,0.48798479851074844,0.11739734719158836,0.5632183908045978,0.7053291536050157,1.0,,,,,0.040854438770216835,0.042054960083966794,0.022222222222222216,0.1583897667419112,0.2936827046584363
Nicaragua,NIC,Americas,0.7446393762183237,0.37310195227765747,0.7692307692307692,0.6770833333333334,0.875,0.3896103896103896,0.6455696202531647,0.08859622867404969,0.3715597747584215,0.10987904241069182,0.15599343185550082,0.3228840125391849,,,,,,0.02047333048981521,0.003279952927705862,0.5111111111111111,0.1057185854025583,0.190011681947721
Niger,NER,Africa,0.3820662768031189,0.0,0.26923076923076916,0.1840277777777777,0.4464285714285715,0.3506493506493506,0.7848101265822786,0.019754564501646216,0.3949683688523957,0.455998026004371,,0.0,,,,0.35931232091690546,,0.0017637497550347563,0.00029817753888235107,0.8555555555555555,0.0,0.2902403197861376
